id,name,type1,type2,moves,weight,height,hp,attack,defense,sp_atk,sp_def,speed
827,nickit,dark,,"{'snore', 'snarl', 'rest', 'howl', 'torment', 'fake-tears', 'foul-play', 'beat-up', 'quick-attack', 'nasty-plot', 'lash-out', 'play-rough', 'dig', 'quick-guard', 'substitute', 'round', 'night-slash', 'screech', 'sleep-talk', 'thief', 'knock-off', 'swift', 'mud-shot', 'endure', 'protect', 'baton-pass', 'facade', 'tail-whip', 'tail-slap', 'attract', 'hone-claws', 'agility', 'assurance', 'sucker-punch', 'taunt'}",89,6,40,28,28,47,52,50
828,thievul,dark,,"{'snore', 'fire-fang', 'snarl', 'ice-fang', 'rest', 'fake-tears', 'crunch', 'grass-knot', 'thunder-fang', 'foul-play', 'beat-up', 'quick-attack', 'nasty-plot', 'parting-shot', 'lash-out', 'play-rough', 'dig', 'substitute', 'round', 'night-slash', 'screech', 'sleep-talk', 'acrobatics', 'thief', 'burning-jealousy', 'swift', 'mud-shot', 'endure', 'protect', 'baton-pass', 'facade', 'tail-whip', 'giga-impact', 'tail-slap', 'attract', 'u-turn', 'hyper-beam', 'hone-claws', 'shadow-ball', 'agility', 'assurance', 'shadow-claw', 'psychic', 'sucker-punch', 'dark-pulse', 'taunt'}",199,12,70,58,58,87,92,90
829,gossifleur,grass,,"{'snore', 'rest', 'sunny-day', 'sing', 'grassy-terrain', 'bullet-seed', 'razor-leaf', 'synthesis', 'pollen-puff', 'leaf-storm', 'grassy-glide', 'grass-knot', 'giga-drain', 'rapid-spin', 'aromatherapy', 'charm', 'worry-seed', 'leech-seed', 'leafage', 'poison-powder', 'substitute', 'sleep-powder', 'round', 'sleep-talk', 'helping-hand', 'endure', 'protect', 'sweet-scent', 'facade', 'leaf-tornado', 'hyper-voice', 'solar-beam', 'light-screen', 'attract', 'growth', 'stun-spore', 'energy-ball', 'magical-leaf'}",22,4,40,40,60,40,60,10
830,eldegoss,grass,,"{'snore', 'rest', 'magical-leaf', 'sunny-day', 'sing', 'grassy-terrain', 'bullet-seed', 'synthesis', 'razor-leaf', 'pollen-puff', 'leaf-storm', 'grassy-glide', 'grass-knot', 'giga-drain', 'rapid-spin', 'aromatherapy', 'charm', 'leafage', 'substitute', 'round', 'sleep-talk', 'seed-bomb', 'helping-hand', 'endure', 'protect', 'sweet-scent', 'facade', 'leaf-tornado', 'hyper-voice', 'solar-beam', 'giga-impact', 'cotton-spore', 'light-screen', 'attract', 'hyper-beam', 'energy-ball', 'cotton-guard', 'weather-ball'}",25,5,60,50,90,80,120,60
831,wooloo,normal,,"{'snore', 'stomp', 'rest', 'growl', 'defense-curl', 'counter', 'swagger', 'guard-split', 'grassy-glide', 'tackle', 'reversal', 'substitute', 'electro-ball', 'round', 'thunder-wave', 'sleep-talk', 'double-edge', 'double-kick', 'guard-swap', 'wild-charge', 'endure', 'protect', 'facade', 'payback', 'attract', 'take-down', 'copycat', 'agility', 'cotton-guard', 'headbutt'}",60,6,42,40,55,40,45,48
832,dubwool,normal,,"{'snore', 'rest', 'growl', 'defense-curl', 'guard-split', 'grassy-glide', 'tackle', 'reversal', 'retaliate', 'substitute', 'electro-ball', 'round', 'thunder-wave', 'swords-dance', 'sleep-talk', 'double-edge', 'last-resort', 'double-kick', 'zen-headbutt', 'guard-swap', 'wild-charge', 'endure', 'protect', 'baton-pass', 'facade', 'payback', 'giga-impact', 'attract', 'bounce', 'body-slam', 'take-down', 'hyper-beam', 'copycat', 'agility', 'cotton-guard', 'body-press', 'headbutt', 'mega-kick'}",430,13,72,80,100,60,90,88
833,chewtle,water,,"{'snore', 'whirlpool', 'ice-fang', 'rest', 'stomping-tantrum', 'counter', 'water-pulse', 'hydro-pump', 'liquidation', 'crunch', 'revenge', 'tackle', 'poison-jab', 'false-swipe', 'substitute', 'tera-blast', 'round', 'dragon-tail', 'water-gun', 'rain-dance', 'sleep-talk', 'shell-smash', 'skull-bash', 'mud-shot', 'scale-shot', 'endure', 'protect', 'chilling-water', 'facade', 'jaw-lock', 'dive', 'payback', 'surf', 'waterfall', 'attract', 'take-down', 'body-slam', 'gastro-acid', 'assurance', 'skitter-smack', 'headbutt', 'bite', 'scary-face'}",85,3,50,64,50,38,38,44
834,drednaw,water,rock,"{'snore', 'whirlpool', 'ice-fang', 'rest', 'sandstorm', 'stomping-tantrum', 'counter', 'water-pulse', 'hydro-pump', 'earthquake', 'stealth-rock', 'liquidation', 'crunch', 'revenge', 'earth-power', 'throat-chop', 'tackle', 'rock-slide', 'megahorn', 'poison-jab', 'ice-spinner', 'smart-strike', 'blizzard', 'false-swipe', 'ice-beam', 'dig', 'substitute', 'high-horsepower', 'tera-blast', 'round', 'sand-tomb', 'water-gun', 'rock-blast', 'meteor-beam', 'swords-dance', 'sleep-talk', 'rain-dance', 'scald', 'mud-shot', 'scale-shot', 'endure', 'protect', 'chilling-water', 'superpower', 'rock-tomb', 'facade', 'muddy-water', 'jaw-lock', 'bulldoze', 'razor-shell', 'dive', 'payback', 'surf', 'waterfall', 'giga-impact', 'rock-polish', 'attract', 'take-down', 'body-slam', 'hyper-beam', 'iron-defense', 'head-smash', 'super-fang', 'assurance', 'stone-edge', 'body-press', 'skitter-smack', 'iron-tail', 'headbutt', 'bite', 'scary-face'}",1155,10,90,115,90,48,68,74
835,yamper,electric,,"{'snore', 'fire-fang', 'snarl', 'rest', 'howl', 'charge', 'flame-charge', 'sand-attack', 'thunderbolt', 'thunder', 'crunch', 'tackle', 'thunder-fang', 'discharge', 'charm', 'volt-switch', 'play-rough', 'dig', 'substitute', 'electro-ball', 'nuzzle', 'round', 'rising-voltage', 'thunder-wave', 'sleep-talk', 'double-edge', 'wild-charge', 'swift', 'uproar', 'helping-hand', 'endure', 'protect', 'facade', 'spark', 'roar', 'tail-whip', 'attract', 'bite'}",135,3,59,45,50,40,50,26
836,boltund,electric,,"{'snore', 'fire-fang', 'snarl', 'electrify', 'rest', 'electric-terrain', 'psychic-fangs', 'charge', 'thunderbolt', 'thunder', 'focus-energy', 'crunch', 'tackle', 'thunder-fang', 'charm', 'volt-switch', 'play-rough', 'dig', 'substitute', 'electro-ball', 'eerie-impulse', 'round', 'nuzzle', 'rising-voltage', 'thunder-wave', 'sleep-talk', 'wild-charge', 'swift', 'uproar', 'helping-hand', 'endure', 'protect', 'facade', 'spark', 'roar', 'hyper-voice', 'tail-whip', 'giga-impact', 'attract', 'hyper-beam', 'agility', 'bulk-up', 'bite'}",340,10,69,90,60,90,60,121
837,rolycoly,rock,,"{'snore', 'reflect', 'rest', 'sandstorm', 'explosion', 'block', 'incinerate', 'stealth-rock', 'iron-head', 'tackle', 'rock-slide', 'rapid-spin', 'ancient-power', 'mud-slap', 'self-destruct', 'will-o-wisp', 'dig', 'substitute', 'tera-blast', 'round', 'sand-tomb', 'meteor-beam', 'rock-blast', 'sleep-talk', 'smokescreen', 'gyro-ball', 'power-gem', 'endure', 'protect', 'rock-tomb', 'facade', 'bulldoze', 'rock-polish', 'attract', 'take-down', 'body-slam', 'iron-defense', 'spikes', 'stone-edge', 'heat-crash', 'smack-down'}",120,3,30,40,50,40,50,30
838,carkol,rock,fire,"{'snore', 'overheat', 'reflect', 'rest', 'fire-spin', 'sandstorm', 'sunny-day', 'smack-down', 'flame-charge', 'incinerate', 'stealth-rock', 'flamethrower', 'iron-head', 'tackle', 'rock-slide', 'rapid-spin', 'heavy-slam', 'ancient-power', 'mud-slap', 'self-destruct', 'will-o-wisp', 'fire-blast', 'high-horsepower', 'dig', 'substitute', 'tera-blast', 'round', 'sand-tomb', 'meteor-beam', 'rock-blast', 'sleep-talk', 'burn-up', 'smokescreen', 'gyro-ball', 'power-gem', 'scald', 'endure', 'protect', 'rock-tomb', 'facade', 'bulldoze', 'rock-polish', 'attract', 'flare-blitz', 'take-down', 'body-slam', 'iron-defense', 'spikes', 'body-press', 'stone-edge', 'scorching-sands', 'heat-crash', 'heat-wave'}",780,11,80,60,90,60,70,50
839,coalossal,rock,fire,"{'snore', 'overheat', 'reflect', 'rest', 'fire-spin', 'sandstorm', 'sunny-day', 'smack-down', 'flame-charge', 'earthquake', 'stealth-rock', 'incinerate', 'flamethrower', 'earth-power', 'iron-head', 'tackle', 'rock-slide', 'rapid-spin', 'heavy-slam', 'ancient-power', 'self-destruct', 'will-o-wisp', 'fire-blast', 'high-horsepower', 'dig', 'substitute', 'tera-blast', 'round', 'sand-tomb', 'meteor-beam', 'rock-blast', 'sleep-talk', 'burn-up', 'tar-shot', 'smokescreen', 'gyro-ball', 'power-gem', 'scald', 'endure', 'protect', 'rock-tomb', 'facade', 'bulldoze', 'solar-beam', 'giga-impact', 'rock-polish', 'attract', 'flare-blitz', 'body-slam', 'take-down', 'hyper-beam', 'iron-defense', 'spikes', 'body-press', 'stone-edge', 'scorching-sands', 'heat-crash', 'mega-kick', 'mega-punch', 'fire-punch', 'heat-wave'}",3105,28,110,80,120,80,90,30
840,applin,grass,dragon,"{'attract', 'pounce', 'withdraw', 'defense-curl', 'sucker-punch', 'recycle', 'tera-blast', 'draco-meteor', 'rollout', 'astonish', 'grassy-glide'}",5,2,40,40,80,40,40,20
841,flapple,grass,dragon,"{'snore', 'wing-attack', 'rest', 'sunny-day', 'withdraw', 'dragon-rush', 'grassy-terrain', 'dragon-breath', 'bullet-seed', 'focus-energy', 'astonish', 'leaf-storm', 'grassy-glide', 'grass-knot', 'giga-drain', 'acid-spray', 'trailblaze', 'dragon-pulse', 'heavy-slam', 'leech-seed', 'fly', 'substitute', 'tera-blast', 'dragon-dance', 'round', 'recycle', 'twister', 'acrobatics', 'sleep-talk', 'seed-bomb', 'pounce', 'outrage', 'endure', 'protect', 'air-slash', 'facade', 'draco-meteor', 'aerial-ace', 'solar-beam', 'giga-impact', 'dual-wingbeat', 'attract', 'growth', 'hyper-beam', 'take-down', 'iron-defense', 'u-turn', 'energy-ball', 'grav-apple', 'magical-leaf', 'scary-face'}",10,3,70,110,80,95,60,70
842,appletun,grass,dragon,"{'snore', 'stomp', 'reflect', 'rest', 'sunny-day', 'withdraw', 'stomping-tantrum', 'safeguard', 'grassy-terrain', 'bullet-seed', 'earthquake', 'astonish', 'leaf-storm', 'grassy-glide', 'grass-knot', 'giga-drain', 'iron-head', 'trailblaze', 'dragon-pulse', 'heavy-slam', 'leech-seed', 'high-horsepower', 'substitute', 'tera-blast', 'curse', 'round', 'dragon-tail', 'apple-acid', 'recycle', 'rain-dance', 'sleep-talk', 'zen-headbutt', 'seed-bomb', 'pounce', 'gyro-ball', 'outrage', 'helping-hand', 'recover', 'protect', 'endure', 'sweet-scent', 'superpower', 'facade', 'draco-meteor', 'bulldoze', 'solar-beam', 'payback', 'giga-impact', 'light-screen', 'attract', 'growth', 'take-down', 'hyper-beam', 'body-slam', 'iron-defense', 'energy-ball', 'body-press', 'amnesia', 'headbutt', 'magical-leaf'}",130,4,110,85,80,100,80,30
843,silicobra,ground,,"{'glare', 'snore', 'rest', 'sandstorm', 'dragon-rush', 'minimize', 'sand-attack', 'earthquake', 'stealth-rock', 'brutal-swing', 'earth-power', 'rock-slide', 'wrap', 'mud-slap', 'dig', 'substitute', 'tera-blast', 'round', 'sand-tomb', 'rock-blast', 'screech', 'sleep-talk', 'last-resort', 'poison-tail', 'slam', 'mud-shot', 'scale-shot', 'endure', 'protect', 'rock-tomb', 'drill-run', 'facade', 'bulldoze', 'belch', 'coil', 'attract', 'body-slam', 'take-down', 'stone-edge', 'scorching-sands', 'skitter-smack', 'headbutt', 'scary-face'}",76,22,52,57,75,35,50,46
844,sandaconda,ground,,"{'glare', 'snore', 'fire-fang', 'rest', 'sandstorm', 'minimize', 'sand-attack', 'earthquake', 'stealth-rock', 'brutal-swing', 'earth-power', 'iron-head', 'hurricane', 'rock-slide', 'thunder-fang', 'wrap', 'mud-slap', 'high-horsepower', 'dig', 'substitute', 'tera-blast', 'round', 'sand-tomb', 'rock-blast', 'screech', 'sleep-talk', 'zen-headbutt', 'poison-tail', 'slam', 'outrage', 'skull-bash', 'mud-shot', 'scale-shot', 'endure', 'protect', 'rock-tomb', 'drill-run', 'facade', 'bulldoze', 'giga-impact', 'coil', 'attract', 'body-slam', 'take-down', 'hyper-beam', 'iron-defense', 'body-press', 'stone-edge', 'scorching-sands', 'skitter-smack', 'headbutt', 'scary-face'}",655,38,72,107,125,65,70,71
845,cramorant,flying,water,"{'snore', 'whirlpool', 'peck', 'rest', 'pluck', 'aqua-ring', 'spit-up', 'water-pulse', 'hydro-pump', 'liquidation', 'drill-peck', 'roost', 'throat-chop', 'hurricane', 'thrash', 'reversal', 'steel-wing', 'feather-dance', 'aqua-cutter', 'blizzard', 'ice-beam', 'substitute', 'tera-blast', 'round', 'icy-wind', 'water-gun', 'defog', 'brave-bird', 'rain-dance', 'sleep-talk', 'air-cutter', 'acrobatics', 'pounce', 'thief', 'scald', 'stockpile', 'tailwind', 'uproar', 'endure', 'protect', 'air-slash', 'superpower', 'chilling-water', 'facade', 'belch', 'dive', 'aerial-ace', 'giga-impact', 'surf', 'dual-wingbeat', 'attract', 'take-down', 'hyper-beam', 'swallow', 'agility', 'assurance', 'amnesia', 'fury-attack', 'weather-ball', 'fly'}",180,8,70,85,55,85,95,85
846,arrokuda,water,,"{'snore', 'whirlpool', 'peck', 'ice-fang', 'rest', 'water-pulse', 'psychic-fangs', 'hydro-pump', 'liquidation', 'focus-energy', 'crunch', 'throat-chop', 'thrash', 'poison-jab', 'substitute', 'tera-blast', 'round', 'night-slash', 'rain-dance', 'sleep-talk', 'double-edge', 'laser-focus', 'scald', 'swift', 'scale-shot', 'endure', 'protect', 'chilling-water', 'drill-run', 'facade', 'dive', 'aqua-jet', 'surf', 'waterfall', 'attract', 'bounce', 'take-down', 'brick-break', 'acupressure', 'agility', 'fury-attack', 'slash', 'assurance', 'bite', 'flip-turn', 'close-combat'}",10,5,41,63,40,40,30,66
847,barraskewda,water,,"{'snore', 'whirlpool', 'peck', 'ice-fang', 'rest', 'water-pulse', 'psychic-fangs', 'hydro-pump', 'liquidation', 'focus-energy', 'crunch', 'throat-chop', 'poison-jab', 'blizzard', 'ice-beam', 'substitute', 'tera-blast', 'round', 'rain-dance', 'sleep-talk', 'double-edge', 'laser-focus', 'scald', 'swift', 'scale-shot', 'endure', 'protect', 'chilling-water', 'drill-run', 'facade', 'dive', 'giga-impact', 'surf', 'waterfall', 'aqua-jet', 'attract', 'bounce', 'take-down', 'hyper-beam', 'brick-break', 'agility', 'fury-attack', 'assurance', 'bite', 'flip-turn', 'close-combat', 'scary-face'}",300,13,61,123,60,60,50,136
848,toxel,electric,poison,"{'snore', 'rest', 'flail', 'growl', 'metal-sound', 'endeavor', 'charm', 'tearful-look', 'substitute', 'nuzzle', 'tera-blast', 'round', 'encore', 'sleep-talk', 'power-up-punch', 'endure', 'protect', 'facade', 'belch', 'attract', 'acid'}",110,4,40,38,35,54,35,40
849,toxtricity-amped,electric,poison,"{'snore', 'snarl', 'rest', 'flail', 'sunny-day', 'growl', 'electric-terrain', 'tera-blast', 'toxic', 'venoshock', 'overdrive', 'charge', 'swagger', 'shift-gear', 'thunderbolt', 'gunk-shot', 'thunder', 'throat-chop', 'acid-spray', 'noble-roar', 'thunder-fang', 'discharge', 'charm', 'trailblaze', 'poison-jab', 'stored-power', 'volt-switch', 'tearful-look', 'thunder-shock', 'metronome', 'fling', 'substitute', 'sludge-bomb', 'drain-punch', 'electro-ball', 'round', 'eerie-impulse', 'nuzzle', 'thunder-wave', 'rising-voltage', 'screech', 'sleep-talk', 'encore', 'rain-dance', 'boomburst', 'poison-tail', 'thief', 'hex', 'wild-charge', 'swift', 'uproar', 'helping-hand', 'endure', 'protect', 'facade', 'spark', 'belch', 'hyper-voice', 'thunder-punch', 'payback', 'giga-impact', 'attract', 'take-down', 'acid', 'hyper-beam', 'brick-break', 'shock-wave', 'toxic-spikes', 'sludge-wave', 'charge-beam', 'mega-kick', 'leer', 'mega-punch', 'fire-punch', 'taunt', 'scary-face'}",400,16,75,98,70,114,70,75
850,sizzlipede,fire,bug,"{'snore', 'rest', 'fire-spin', 'sunny-day', 'bug-buzz', 'defense-curl', 'struggle-bug', 'venoshock', 'rollout', 'crunch', 'fire-lash', 'brutal-swing', 'wrap', 'substitute', 'round', 'sleep-talk', 'burn-up', 'smokescreen', 'leech-life', 'slam', 'knock-off', 'bug-bite', 'scald', 'endure', 'protect', 'facade', 'ember', 'power-whip', 'lunge', 'coil', 'attract', 'scorching-sands', 'skitter-smack', 'heat-crash', 'bite', 'flame-wheel', 'heat-wave'}",10,7,50,65,45,50,50,45
851,centiskorch,fire,bug,"{'snore', 'fire-fang', 'overheat', 'rest', 'fire-spin', 'sunny-day', 'bug-buzz', 'venoshock', 'fire-lash', 'crunch', 'brutal-swing', 'flamethrower', 'thunder-fang', 'wrap', 'will-o-wisp', 'fire-blast', 'substitute', 'round', 'sleep-talk', 'burn-up', 'smokescreen', 'leech-life', 'slam', 'bug-bite', 'scald', 'endure', 'protect', 'facade', 'ember', 'power-whip', 'inferno', 'lunge', 'solar-beam', 'giga-impact', 'coil', 'attract', 'flare-blitz', 'hyper-beam', 'x-scissor', 'scorching-sands', 'skitter-smack', 'mystical-fire', 'heat-crash', 'bite', 'flame-wheel', 'heat-wave'}",1200,30,100,115,65,90,90,65
852,clobbopus,fighting,,"{'snore', 'circle-throw', 'bulk-up', 'rest', 'submission', 'liquidation', 'revenge', 'detect', 'reversal', 'retaliate', 'substitute', 'round', 'focus-blast', 'sleep-talk', 'work-up', 'power-up-punch', 'soak', 'bind', 'mud-shot', 'endure', 'protect', 'superpower', 'muddy-water', 'facade', 'dive', 'coaching', 'payback', 'waterfall', 'attract', 'body-slam', 'pain-split', 'brick-break', 'ice-punch', 'brine', 'feint', 'sucker-punch', 'leer', 'mega-punch', 'seismic-toss', 'taunt', 'close-combat', 'rock-smash'}",40,6,50,68,60,50,50,32
853,grapploct,fighting,,"{'snore', 'whirlpool', 'bulk-up', 'rest', 'stomping-tantrum', 'submission', 'hydro-pump', 'liquidation', 'brutal-swing', 'revenge', 'topsy-turvy', 'detect', 'reversal', 'retaliate', 'dig', 'octazooka', 'substitute', 'drain-punch', 'round', 'focus-blast', 'sleep-talk', 'work-up', 'bind', 'mud-shot', 'endure', 'protect', 'superpower', 'muddy-water', 'facade', 'rock-smash', 'dive', 'coaching', 'payback', 'surf', 'waterfall', 'giga-impact', 'attract', 'body-slam', 'hyper-beam', 'brick-break', 'octolock', 'ice-punch', 'brine', 'feint', 'skitter-smack', 'leer', 'mega-punch', 'taunt', 'close-combat', 'scary-face'}",390,16,80,118,90,70,80,42
854,sinistea,ghost,,"{'snore', 'rest', 'withdraw', 'ally-switch', 'imprison', 'spite', 'astonish', 'giga-drain', 'aromatherapy', 'foul-play', 'nasty-plot', 'stored-power', 'will-o-wisp', 'metronome', 'substitute', 'tera-blast', 'round', 'psyshock', 'sleep-talk', 'mega-drain', 'hex', 'psybeam', 'shell-smash', 'confuse-ray', 'endure', 'protect', 'wonder-room', 'baton-pass', 'sweet-scent', 'memento', 'facade', 'aromatic-mist', 'payback', 'trick-room', 'skill-swap', 'night-shade', 'calm-mind', 'shadow-ball', 'phantom-force', 'poltergeist', 'psychic', 'sucker-punch', 'trick', 'dark-pulse', 'magical-leaf'}",2,1,40,45,45,74,54,50
855,polteageist,ghost,,"{'snore', 'strength-sap', 'reflect', 'rest', 'withdraw', 'ally-switch', 'imprison', 'spite', 'astonish', 'giga-drain', 'aromatherapy', 'foul-play', 'nasty-plot', 'stored-power', 'self-destruct', 'will-o-wisp', 'metronome', 'substitute', 'tera-blast', 'curse', 'round', 'psyshock', 'sleep-talk', 'mega-drain', 'hex', 'psybeam', 'shell-smash', 'confuse-ray', 'endure', 'protect', 'teatime', 'wonder-room', 'baton-pass', 'sweet-scent', 'memento', 'facade', 'aromatic-mist', 'payback', 'giga-impact', 'trick-room', 'light-screen', 'skill-swap', 'night-shade', 'hyper-beam', 'shadow-ball', 'calm-mind', 'phantom-force', 'poltergeist', 'psychic', 'sucker-punch', 'trick', 'dark-pulse', 'magical-leaf'}",4,2,60,65,65,134,114,70
856,hatenna,psychic,,"{'snore', 'reflect', 'rest', 'life-dew', 'imprison', 'safeguard', 'dazzling-gleam', 'giga-drain', 'healing-wish', 'aromatherapy', 'charm', 'after-you', 'stored-power', 'play-nice', 'play-rough', 'metronome', 'substitute', 'nuzzle', 'tera-blast', 'round', 'thunder-wave', 'psyshock', 'sleep-talk', 'psybeam', 'swift', 'helping-hand', 'endure', 'protect', 'baton-pass', 'quash', 'facade', 'aromatic-mist', 'trick-room', 'light-screen', 'confusion', 'attract', 'skill-swap', 'calm-mind', 'draining-kiss', 'heal-pulse', 'psychic-terrain', 'expanding-force', 'misty-terrain', 'psychic', 'mystical-fire', 'trick', 'dark-pulse', 'disarming-voice', 'magical-leaf'}",34,4,42,30,45,56,53,39
857,hattrem,psychic,,"{'snore', 'reflect', 'rest', 'life-dew', 'imprison', 'safeguard', 'dazzling-gleam', 'brutal-swing', 'giga-drain', 'healing-wish', 'aromatherapy', 'charm', 'stored-power', 'play-nice', 'play-rough', 'metronome', 'substitute', 'tera-blast', 'round', 'thunder-wave', 'psyshock', 'sleep-talk', 'psybeam', 'swift', 'helping-hand', 'endure', 'protect', 'baton-pass', 'facade', 'aromatic-mist', 'trick-room', 'light-screen', 'confusion', 'attract', 'skill-swap', 'calm-mind', 'draining-kiss', 'heal-pulse', 'psychic-terrain', 'expanding-force', 'misty-terrain', 'psychic', 'mystical-fire', 'trick', 'dark-pulse', 'disarming-voice', 'magical-leaf'}",48,6,57,40,65,86,73,49
858,hatterene,psychic,fairy,"{'snore', 'reflect', 'rest', 'life-dew', 'future-sight', 'disarming-voice', 'imprison', 'power-swap', 'safeguard', 'misty-explosion', 'dazzling-gleam', 'brutal-swing', 'giga-drain', 'healing-wish', 'aromatherapy', 'charm', 'stored-power', 'play-nice', 'gravity', 'magic-powder', 'play-rough', 'metronome', 'substitute', 'tera-blast', 'round', 'thunder-wave', 'psyshock', 'swords-dance', 'sleep-talk', 'guard-swap', 'psybeam', 'swift', 'helping-hand', 'endure', 'protect', 'wonder-room', 'baton-pass', 'facade', 'psycho-cut', 'aromatic-mist', 'giga-impact', 'trick-room', 'confusion', 'light-screen', 'attract', 'skill-swap', 'hyper-beam', 'calm-mind', 'shadow-ball', 'heal-pulse', 'draining-kiss', 'psychic-terrain', 'agility', 'misty-terrain', 'expanding-force', 'shadow-claw', 'psychic', 'mystical-fire', 'trick', 'dark-pulse', 'magic-room', 'power-whip', 'magical-leaf'}",51,21,57,90,95,136,103,29
859,impidimp,dark,fairy,"{'snore', 'reflect', 'rest', 'swagger', 'torment', 'fake-tears', 'dazzling-gleam', 'revenge', 'trailblaze', 'foul-play', 'nasty-plot', 'retaliate', 'parting-shot', 'lash-out', 'play-rough', 'metronome', 'fling', 'substitute', 'drain-punch', 'tera-blast', 'round', 'fake-out', 'thunder-wave', 'sleep-talk', 'confide', 'leech-life', 'thief', 'low-kick', 'burning-jealousy', 'uproar', 'endure', 'protect', 'chilling-water', 'facade', 'flatter', 'light-screen', 'attract', 'take-down', 'draining-kiss', 'misty-terrain', 'assurance', 'sucker-punch', 'trick', 'dark-pulse', 'mega-kick', 'bite', 'mega-punch', 'taunt', 'scary-face'}",55,4,45,45,30,55,40,50
860,morgrem,dark,fairy,"{'snore', 'reflect', 'rest', 'imprison', 'swagger', 'torment', 'fake-tears', 'dazzling-gleam', 'revenge', 'throat-chop', 'trailblaze', 'foul-play', 'nasty-plot', 'retaliate', 'lash-out', 'play-rough', 'metronome', 'fling', 'substitute', 'drain-punch', 'tera-blast', 'round', 'fake-out', 'thunder-wave', 'sleep-talk', 'false-surrender', 'confide', 'leech-life', 'thief', 'low-kick', 'burning-jealousy', 'uproar', 'endure', 'protect', 'chilling-water', 'facade', 'flatter', 'light-screen', 'attract', 'take-down', 'draining-kiss', 'misty-terrain', 'assurance', 'shadow-claw', 'sucker-punch', 'trick', 'dark-pulse', 'mega-kick', 'bite', 'mega-punch', 'taunt', 'scary-face'}",125,8,65,60,45,75,55,70
861,grimmsnarl,dark,fairy,"{'snore', 'bulk-up', 'reflect', 'rest', 'stomping-tantrum', 'focus-punch', 'imprison', 'darkest-lariat', 'swagger', 'power-swap', 'torment', 'fake-tears', 'focus-energy', 'crunch', 'dazzling-gleam', 'revenge', 'throat-chop', 'trailblaze', 'foul-play', 'nasty-plot', 'retaliate', 'lash-out', 'play-rough', 'metronome', 'fling', 'substitute', 'drain-punch', 'tera-blast', 'round', 'fake-out', 'thunder-wave', 'focus-blast', 'sleep-talk', 'false-surrender', 'confide', 'leech-life', 'thief', 'low-kick', 'power-up-punch', 'burning-jealousy', 'uproar', 'endure', 'protect', 'wonder-room', 'chilling-water', 'superpower', 'facade', 'power-whip', 'thunder-punch', 'flatter', 'giga-impact', 'light-screen', 'attract', 'body-slam', 'take-down', 'hyper-beam', 'brick-break', 'low-sweep', 'draining-kiss', 'spirit-break', 'hammer-arm', 'misty-terrain', 'assurance', 'ice-punch', 'shadow-claw', 'body-press', 'sucker-punch', 'trick', 'dark-pulse', 'mega-kick', 'bite', 'mega-punch', 'fire-punch', 'taunt', 'scary-face'}",610,15,95,120,65,95,75,60
862,obstagoon,dark,normal,"{'sunny-day', 'thunder', 'switcheroo', 'revenge', 'grass-knot', 'reversal', 'blizzard', 'fling', 'night-slash', 'obstruct', 'low-kick', 'protect', 'payback', 'fury-swipes', 'x-scissor', 'assurance', 'body-press', 'shadow-claw', 'taunt', 'whirlpool', 'stomping-tantrum', 'baby-doll-eyes', 'submission', 'fake-tears', 'retaliate', 'lash-out', 'thunder-wave', 'rain-dance', 'sleep-talk', 'seed-bomb', 'pin-missile', 'swift', 'mud-shot', 'hyper-voice', 'thunder-punch', 'attract', 'hyper-beam', 'iron-defense', 'brick-break', 'cross-chop', 'trick', 'headbutt', 'mega-kick', 'mega-punch', 'fire-punch', 'scary-face', 'rest', 'counter', 'lick', 'thunderbolt', 'throat-chop', 'cross-poison', 'double-edge', 'thief', 'work-up', 'facade', 'surf', 'ice-punch', 'iron-tail', 'bulk-up', 'close-combat', 'snore', 'snarl', 'sand-attack', 'gunk-shot', 'focus-energy', 'tackle', 'ice-beam', 'dig', 'substitute', 'round', 'icy-wind', 'screech', 'helping-hand', 'endure', 'giga-impact', 'hone-claws', 'body-slam', 'take-down', 'shadow-ball', 'leer'}",460,16,93,90,101,60,81,95
863,perrserker,steel,,"{'snore', 'rest', 'sunny-day', 'growl', 'metal-sound', 'swagger', 'thunderbolt', 'spite', 'thunder', 'fake-tears', 'crunch', 'gunk-shot', 'stealth-rock', 'iron-head', 'throat-chop', 'thrash', 'heavy-slam', 'charm', 'foul-play', 'trailblaze', 'nasty-plot', 'retaliate', 'steel-beam', 'lash-out', 'play-rough', 'false-swipe', 'dig', 'metronome', 'substitute', 'pay-day', 'scratch', 'fling', 'fake-out', 'round', 'tera-blast', 'screech', 'swords-dance', 'sleep-talk', 'rain-dance', 'seed-bomb', 'thief', 'knock-off', 'gyro-ball', 'work-up', 'uproar', 'metal-claw', 'endure', 'protect', 'helping-hand', 'baton-pass', 'chilling-water', 'facade', 'hyper-voice', 'payback', 'giga-impact', 'fury-swipes', 'metal-burst', 'attract', 'u-turn', 'take-down', 'body-slam', 'hyper-beam', 'shadow-ball', 'brick-break', 'iron-defense', 'x-scissor', 'hone-claws', 'slash', 'assurance', 'shadow-claw', 'iron-tail', 'amnesia', 'dark-pulse', 'taunt', 'close-combat'}",280,8,70,110,100,50,60,50
